Mod:Item:MetaData, Localized Name
gregtech:machine:2067, Elite Chemical Reactor IV
gregtech:machine:2068, Elite Compressor
gregtech:machine:2069, Elite Compressor II
gregtech:machine:2070, Elite Compressor III
gregtech:machine:2071, Elite Compressor IV
gregtech:machine:2072, Elite Cutting Machine
gregtech:machine:2073, Elite Cutting Machine II
gregtech:machine:2074, Elite Cutting Machine III
gregtech:machine:2075, Elite Cutting Machine IV
gregtech:machine:2076, Elite Distillery
gregtech:machine:2077, Elite Distillery II
gregtech:machine:2078, Elite Distillery III
gregtech:machine:2079, Elite Distillery IV
gregtech:machine:2080, Elite Electrolyzer
gregtech:machine:2081, Elite Electrolyzer II
gregtech:machine:2082, Elite Electrolyzer III
gregtech:machine:2083, Elite Electrolyzer IV
gregtech:machine:2084, Elite Electromagnetic Separator
gregtech:machine:2085, Elite Electromagnetic Separator II
gregtech:machine:2086, Elite Electromagnetic Separator III
gregtech:machine:2087, Elite Electromagnetic Separator IV
gregtech:machine:2088, Elite Extractor
gregtech:machine:2089, Elite Extractor II
gregtech:machine:2090, Elite Extractor III
gregtech:machine:2091, Elite Extractor IV
gregtech:machine:2092, Elite Extruder
gregtech:machine:2093, Elite Extruder II
gregtech:machine:2094, Elite Extruder III
gregtech:machine:2095, Elite Extruder IV
gregtech:machine:2096, Elite Fermenter
gregtech:machine:2097, Elite Fermenter II
gregtech:machine:2098, Elite Fermenter III
gregtech:machine:2099, Elite Fermenter IV
gregtech:machine:2100, Elite Fluid Canner
gregtech:machine:2101, Elite Fluid Canner II
gregtech:machine:2102, Elite Fluid Canner III
gregtech:machine:2103, Elite Fluid Canner IV
gregtech:machine:2104, Elite Fluid Extractor
gregtech:machine:2105, Elite Fluid Extractor II
gregtech:machine:2106, Elite Fluid Extractor III
gregtech:machine:2107, Elite Fluid Extractor IV
gregtech:machine:2108, Elite Fluid Heater
gregtech:machine:2109, Elite Fluid Heater II
gregtech:machine:2110, Elite Fluid Heater III
gregtech:machine:2111, Elite Fluid Heater IV
gregtech:machine:2112, Elite Fluid Solidifier
gregtech:machine:2113, Elite Fluid Solidifier II
gregtech:machine:2114, Elite Fluid Solidifier III
gregtech:machine:2115, Elite Fluid Solidifier IV
gregtech:machine:2116, Elite Forge Hammer
gregtech:machine:2117, Elite Forge Hammer II
gregtech:machine:2118, Elite Forge Hammer III
gregtech:machine:2119, Elite Forge Hammer IV
gregtech:machine:2120, Elite Forming Press
gregtech:machine:2121, Elite Forming Press II
gregtech:machine:2122, Elite Forming Press III
gregtech:machine:2123, Elite Forming Press IV
gregtech:machine:2124, Elite Lathe
gregtech:machine:2125, Elite Lathe II
gregtech:machine:2126, Elite Lathe III
gregtech:machine:2127, Elite Lathe IV
gregtech:machine:2128, Elite Microwave
gregtech:machine:2129, Elite Microwave II
gregtech:machine:2130, Elite Microwave III
gregtech:machine:2131, Elite Microwave IV
gregtech:machine:2132, Elite Mixer
gregtech:machine:2133, Elite Mixer II
gregtech:machine:2134, Elite Mixer III
gregtech:machine:2135, Elite Mixer IV
gregtech:machine:2136, Elite Ore Washing Plant
gregtech:machine:2137, Elite Ore Washing Plant II
gregtech:machine:2138, Elite Ore Washing Plant III
gregtech:machine:2139, Elite Ore Washing Plant IV
gregtech:machine:2140, Elite Packager
gregtech:machine:2141, Elite Packager II
gregtech:machine:2142, Elite Packager III
gregtech:machine:2143, Elite Packager IV
gregtech:machine:2144, Elite Unpackager
gregtech:machine:2145, Elite Unpackager II
gregtech:machine:2146, Elite Unpackager III
gregtech:machine:2147, Elite Unpackager IV
gregtech:machine:2148, Elite Plasma Arc Furnace
gregtech:machine:2149, Elite Plasma Arc Furnace II
gregtech:machine:2150, Elite Plasma Arc Furnace III
gregtech:machine:2151, Elite Plasma Arc Furnace IV
gregtech:machine:2152, Elite Polarizer
gregtech:machine:2153, Elite Polarizer II
gregtech:machine:2154, Elite Polarizer III
gregtech:machine:2155, Elite Polarizer IV
gregtech:machine:2157, Elite Precision Laser Engraver II
gregtech:machine:2158, Elite Precision Laser Engraver III
gregtech:machine:2159, Elite Precision Laser Engraver IV
gregtech:machine:2160, Elite Sifting Machine
gregtech:machine:2161, Elite Sifting Machine II
gregtech:machine:2162, Elite Sifting Machine III
gregtech:machine:2163, Elite Sifting Machine IV
gregtech:machine:2164, Elite Thermal Centrifuge
gregtech:machine:2165, Elite Thermal Centrifuge II
gregtech:machine:2166, Elite Thermal Centrifuge III
gregtech:machine:2167, Elite Thermal Centrifuge IV
gregtech:machine:2168, Elite Wiremill
gregtech:machine:2169, Elite Wiremill II
gregtech:machine:2170, Elite Wiremill III
gregtech:machine:2171, Elite Wiremill IV
gregtech:machine:2173, Naquadah Reactor Mk. 2
gregtech:machine:2174, Naquadah Reactor Mk. 3
gregtech:machine:2175, Basic Mass Fabricator
gregtech:machine:2176, Advanced Mass Fabricator
gregtech:machine:2177, Advanced Mass Fabricator II
gregtech:machine:2178, Advanced Mass Fabricator III
gregtech:machine:2179, Elite Mass Fabricator
gregtech:machine:2180, Elite Mass Fabricator II
gregtech:machine:2181, Elite Mass Fabricator III
gregtech:machine:2182, Elite Mass Fabricator IV
gregtech:machine:2183, Basic Replicator
gregtech:machine:2184, Advanced Replicator
gregtech:machine:2185, Advanced Replicator II
gregtech:machine:2186, Advanced Replicator III
gregtech:machine:2187, Elite Replicator
gregtech:machine:2188, Elite Replicator II
gregtech:machine:2189, Elite Replicator III
gregtech:machine:2190, Elite Replicator IV
gregtech:machine:2191, Naquadah Reactor Mk. 4
gregtech:machine:2195, Wooden Barrel
gregtech:machine:2196, Bronze Drum
gregtech:machine:2197, Steel Drum
gregtech:machine:2198, Stainless Steel Drum
gregtech:machine:2199, Titanium Drum
gregtech:machine:2200, Tungstensteel Drum
gregtech:machine:2201, Elite Pump
gregtech:machine:2202, Elite Pump II
gregtech:machine:2203, Elite Pump III
gregtech:machine:2204, Elite Pump IV
gregtech:machine:2205, Atmosphere Collector
gregtech:machine:2206, Advanced Atmosphere Collector
gregtech:machine:2207, Wooden Crate
gregtech:machine:2208, Bronze Crate
gregtech:machine:2209, Steel Crate
gregtech:machine:2210, Stainless Steel Crate
gregtech:machine:2211, Titanium Crate
gregtech:machine:2212, Tungstensteel Crate
gregtech:machine:2213, Basic World Accelerator
gregtech:machine:2214, Advanced World Accelerator
gregtech:machine:2215, Advanced World Accelerator II
gregtech:machine:2216, Advanced World Accelerator III
gregtech:machine:2217, Elite World Accelerator
gregtech:machine:2218, Elite World Accelerator II
gregtech:machine:2219, Elite World Accelerator III
gregtech:machine:2220, Elite World Accelerator IV
gregtech:machine:2221, Basic Chunk Miner
gregtech:machine:2222, Advanced Chunk Miner
gregtech:machine:2223, Advanced Chunk Miner II
gregtech:machine:2232, Steam Pump
gregtech:machine:2235, Steam Mixer
gregtech:machine:2236, Basic Rocket Engine
gregtech:machine:2237, Advanced Rocket Engine
gregtech:machine:2238, Turbo Rocket Engine
gregtech:machine:2239, Basic Diesel Generator
gregtech:machine:2240, Advanced Diesel Generator
gregtech:machine:2241, Turbo Diesel Generator
gregtech:machine:2242, Basic Steam Turbine
gregtech:machine:2243, Advanced Steam Turbine
gregtech:machine:2244, Turbo Steam Turbine
gregtech:machine:2245, Basic Gas Turbine
gregtech:machine:2246, Advanced Gas Turbine
gregtech:machine:2247, Turbo Gas Turbine
gregtech:machine:2248, Basic Chemical Dehydrator
gregtech:machine:2249, Advanced Chemical Dehydrator
gregtech:machine:2250, Advanced Chemical Dehydrator II
gregtech:machine:2251, Advanced Chemical Dehydrator III
gregtech:machine:2252, Elite Chemical Dehydrator
gregtech:machine:2253, Elite Chemical Dehydrator II
gregtech:machine:2254, Elite Chemical Dehydrator III
gregtech:machine:2255, Elite Chemical Dehydrator IV
gregtech:machine:2256, Simple Ore Washer
gregtech:machine:2502, Assembly Line
gregtech:machine:2504, Fusion Reactor Computer Mark 1
gregtech:machine:2505, Fusion Reactor Computer Mark 2
gregtech:machine:2506, Fusion Reactor Computer Mark 3
gregtech:machine:2507, Processing Array
gregtech:machine:2508, Large Thermal Centrifuge
gregtech:machine:2509, Large Electrolyzer
gregtech:machine:2511, Large Bending and Forming Machine
gregtech:machine:2511, Large Bending and Forming Machine
gregtech:machine:2512, Large Centrifuge
gregtech:machine:2513, Large Cutting Machine
gregtech:machine:2514, Large Macerator
gregtech:machine:2515, Large Mixer
gregtech:machine:2525, Large Multi Use Machine
gregtech:machine:2525, Large Multi Use Machine
gregtech:machine:2525, Large Multi Use Machine
gregtech:machine:2525, Large Multi Use Machine
gregtech:machine:2525, Large Multi Use Machine
gregtech:machine:2525, Large Multi Use Machine
gregtech:machine:2525, Large Multi Use Machine
gregtech:machine:2525, Large Multi Use Machine
gregtech:machine:2525, Large Multi Use Machine
gregtech:machine:2525, Large Multi Use Machine
gregtech:machine:2526, Large Sifter
gregtech:machine:2528, Large Washing Plant
gregtech:machine:2528, Large Washing Plant
gregtech:machine:2529, Large Wiremill
gregtech:machine:2530, Large Chemical Reactor
gregtech:machine:2531, Large Extruder
gregtech:machine:2532, Volcanus
gregtech:machine:2533, Large Assembler
gregtech:machine:2534, Electric Blast Furnace
gregtech:machine:2535, Vacuum Freezer
gregtech:machine:2536, Implosion Compressor
gregtech:machine:2537, Distillation Tower
gregtech:machine:2538, Cracker Unit
gregtech:machine:2539, Multi Smelter
gregtech:machine:2540, Diesel Engine
gregtech:machine:2541, Large Steam Turbine
gregtech:machine:2542, Large Gas Turbine
gregtech:machine:2543, Large Plasma Turbine
gregtech:machine:2544, Hot Coolant Turbine
gregtech:machine:2545, Nuclear Reactor
gregtech:machine:2546, Nuclear Breeder Reactor
gregtech:machine:2548, Basic Large Miner
gregtech:machine:2549, Large Miner
gregtech:machine:2550, Advanced Large Miner
gregtech:machine:2551, Void Ore Miner
gregtech:machine:2552, Large Transformer
gregtech:machine:2553, Industrial Primitive Blast Furnace
gregtech:machine:2555, Advanced Distillation Tower
gregtech:machine:2555, Advanced Distillation Tower
gregtech:machine:2556, Cryogenic Freezer
gregtech:machine:2557, Chemical Plant
gregtech:machine:2558, Large Rocket Engine
gregtech:machine:2559, Alloy Blast Furnace
gregtech:machine:2560, Large Forge Hammer
gregtech:machine:2561, Large Naquadah Reactor
gregtech:machine:2562, Battery Tower
gregtech:machine:2900, GTEU Energy Converter (ULV)
gregtech:machine:2901, Forge Energy Converter (ULV)
gregtech:machine:2902, GTEU Energy Converter (ULV)
gregtech:machine:2903, Forge Energy Converter (ULV)
gregtech:machine:2904, gtadditions.machine.convert_gteu.ulv.8.name
gregtech:machine:2905, gtadditions.machine.convert_forge.ulv.8.name
gregtech:machine:2906, GTEU Energy Converter (ULV)
gregtech:machine:2907, Forge Energy Converter (ULV)
gregtech:machine:2908, GTEU Energy Converter (LV)
gregtech:machine:2909, Forge Energy Converter (LV)
gregtech:machine:2910, GTEU Energy Converter (LV)
gregtech:machine:2911, Forge Energy Converter (LV)
gregtech:machine:2912, gtadditions.machine.convert_gteu.lv.8.name
gregtech:machine:2913, gtadditions.machine.convert_forge.lv.8.name
gregtech:machine:2914, GTEU Energy Converter (LV)
gregtech:machine:2915, Forge Energy Converter (LV)
gregtech:machine:2916, GTEU Energy Converter (MV)
gregtech:machine:2917, Forge Energy Converter (MV)
gregtech:machine:2918, GTEU Energy Converter (MV)
gregtech:machine:2919, Forge Energy Converter (MV)
gregtech:machine:2920, gtadditions.machine.convert_gteu.mv.8.name
gregtech:machine:2921, gtadditions.machine.convert_forge.mv.8.name
gregtech:machine:2922, GTEU Energy Converter (MV)
gregtech:machine:2923, Forge Energy Converter (MV)
gregtech:machine:2924, GTEU Energy Converter (HV)
gregtech:machine:2925, Forge Energy Converter (HV)
gregtech:machine:2926, GTEU Energy Converter (HV)
gregtech:machine:2927, Forge Energy Converter (HV)
gregtech:machine:2928, gtadditions.machine.convert_gteu.hv.8.name
gregtech:machine:2929, gtadditions.machine.convert_forge.hv.8.name
gregtech:machine:2930, GTEU Energy Converter (HV)
gregtech:machine:2931, Forge Energy Converter (HV)
gregtech:machine:2932, GTEU Energy Converter (EV)
gregtech:machine:2933, Forge Energy Converter (EV)
gregtech:machine:2934, GTEU Energy Converter (EV)
gregtech:machine:2935, Forge Energy Converter (EV)
gregtech:machine:2936, gtadditions.machine.convert_gteu.ev.8.name
gregtech:machine:2937, gtadditions.machine.convert_forge.ev.8.name
gregtech:machine:2938, GTEU Energy Converter (EV)
gregtech:machine:2939, Forge Energy Converter (EV)
gregtech:machine:2940, GTEU Energy Converter (IV)
gregtech:machine:2941, Forge Energy Converter (IV)
gregtech:machine:2942, GTEU Energy Converter (IV)
gregtech:machine:2943, Forge Energy Converter (IV)
gregtech:machine:2944, gtadditions.machine.convert_gteu.iv.8.name
gregtech:machine:2945, gtadditions.machine.convert_forge.iv.8.name
gregtech:machine:2946, GTEU Energy Converter (IV)
gregtech:machine:2947, Forge Energy Converter (IV)
gregtech:machine:2948, GTEU Energy Converter (LuV)
gregtech:machine:2949, Forge Energy Converter (LuV)
gregtech:machine:2950, GTEU Energy Converter (LuV)
gregtech:machine:2951, Forge Energy Converter (LuV)
gregtech:machine:2952, gtadditions.machine.convert_gteu.luv.8.name
gregtech:machine:2953, gtadditions.machine.convert_forge.luv.8.name
gregtech:machine:2954, GTEU Energy Converter (LuV)
gregtech:machine:2955, Forge Energy Converter (LuV)
gregtech:machine:2956, GTEU Energy Converter (ZPM)
gregtech:machine:2957, Forge Energy Converter (ZPM)
gregtech:machine:2958, GTEU Energy Converter (ZPM)
gregtech:machine:2959, Forge Energy Converter (ZPM)
gregtech:machine:2960, gtadditions.machine.convert_gteu.zpm.8.name
gregtech:machine:2961, gtadditions.machine.convert_forge.zpm.8.name
gregtech:machine:2962, GTEU Energy Converter (ZPM)
gregtech:machine:2963, Forge Energy Converter (ZPM)
gregtech:machine:2964, GTEU Energy Converter (UV)
gregtech:machine:2965, Forge Energy Converter (UV)
gregtech:machine:2966, GTEU Energy Converter (UV)
gregtech:machine:2967, Forge Energy Converter (UV)
gregtech:machine:2968, gtadditions.machine.convert_gteu.uv.8.name
gregtech:machine:2969, gtadditions.machine.convert_forge.uv.8.name
gregtech:machine:2970, GTEU Energy Converter (UV)
gregtech:machine:2971, Forge Energy Converter (UV)
gregtech:machine:2972, Low Voltage Transformer 4 Amps
gregtech:machine:2973, Low Voltage Transformer 8 Amps
gregtech:machine:2974, Low Voltage Transformer 12 Amps
gregtech:machine:2975, Low Voltage Transformer 16 Amps
gregtech:machine:2976, Medium Voltage Transformer 4 Amps
gregtech:machine:2977, Medium Voltage Transformer 8 Amps
gregtech:machine:2978, Medium Voltage Transformer 12 Amps
gregtech:machine:2979, Medium Voltage Transformer 16 Amps
gregtech:machine:2980, High Voltage Transformer 4 Amps
gregtech:machine:2981, High Voltage Transformer 8 Amps
gregtech:machine:2982, High Voltage Transformer 12 Amps
gregtech:machine:2983, High Voltage Transformer 16 Amps
gregtech:machine:2984, Extreme Voltage Transformer 4 Amps
gregtech:machine:2985, Extreme Voltage Transformer 8 Amps
gregtech:machine:2986, Extreme Voltage Transformer 12 Amps
gregtech:machine:2987, Extreme Voltage Transformer 16 Amps
gregtech:machine:2988, Insane Voltage Transformer 4 Amps
gregtech:machine:2989, Insane Voltage Transformer 8 Amps
gregtech:machine:2990, Insane Voltage Transformer 12 Amps
gregtech:machine:2991, Insane Voltage Transformer 16 Amps
gregtech:machine:2992, Ludicrous Voltage Transformer 4 Amps
gregtech:machine:2993, Ludicrous Voltage Transformer 8 Amps
gregtech:machine:2994, Ludicrous Voltage Transformer 12 Amps
gregtech:machine:2995, Ludicrous Voltage Transformer 16 Amps
gregtech:machine:2996, ZPM Voltage Transformer 4 Amps
gregtech:machine:2997, ZPM Voltage Transformer 8 Amps
gregtech:machine:2998, ZPM Voltage Transformer 12 Amps
gregtech:machine:2999, ZPM Voltage Transformer 16 Amps
gregtech:machine:3000, Ultimate Voltage Transformer 4 Amps
gregtech:machine:3001, Ultimate Voltage Transformer 8 Amps
gregtech:machine:3002, Ultimate Voltage Transformer 12 Amps
gregtech:machine:3003, Ultimate Voltage Transformer 16 Amps
gregtech:machine:3004, Energy Input Hatch 4 Amps (ULV)
gregtech:machine:3005, Energy Input Hatch 16 Amps (ULV)
gregtech:machine:3006, Energy Input Hatch 64 Amps (ULV)
gregtech:machine:3007, Energy Input Hatch 128 Amps (ULV)
gregtech:machine:3008, Energy Output Hatch 16 Amps (ULV)
gregtech:machine:3009, Energy Output Hatch 32 Amps (ULV)
gregtech:machine:3010, Energy Output Hatch 64 Amps (ULV)
gregtech:machine:3011, Energy Output Hatch 128 Amps (ULV)
gregtech:machine:3012, Energy Input Hatch 4 Amps (LV)
gregtech:machine:3013, Energy Input Hatch 16 Amps (LV)
gregtech:machine:3014, Energy Input Hatch 64 Amps (LV)
gregtech:machine:3015, Energy Input Hatch 128 Amps (LV)
gregtech:machine:3016, Energy Output Hatch 16 Amps (LV)
gregtech:machine:3017, Energy Output Hatch 32 Amps (LV)
gregtech:machine:3018, Energy Output Hatch 64 Amps (LV)
gregtech:machine:3019, Energy Output Hatch 128 Amps (LV)
gregtech:machine:3020, Energy Input Hatch 4 Amps (MV)
gregtech:machine:3021, Energy Input Hatch 16 Amps (MV)
gregtech:machine:3022, Energy Input Hatch 64 Amps (MV)
gregtech:machine:3023, Energy Input Hatch 128 Amps (MV)
gregtech:machine:3024, Energy Output Hatch 16 Amps (MV)
gregtech:machine:3025, Energy Output Hatch 32 Amps (MV)
gregtech:machine:3026, Energy Output Hatch 64 Amps (MV)
gregtech:machine:3027, Energy Output Hatch 128 Amps (MV)
gregtech:machine:3028, Energy Input Hatch 4 Amps (HV)
gregtech:machine:3029, Energy Input Hatch 16 Amps (HV)
gregtech:machine:3030, Energy Input Hatch 64 Amps (HV)
gregtech:machine:3031, Energy Input Hatch 128 Amps (HV)
gregtech:machine:3032, Energy Output Hatch 16 Amps (HV)
gregtech:machine:3033, Energy Output Hatch 32 Amps (HV)
gregtech:machine:3034, Energy Output Hatch 64 Amps (HV)
gregtech:machine:3035, Energy Output Hatch 128 Amps (HV)
gregtech:machine:3036, Energy Input Hatch 4 Amps (EV)
gregtech:machine:3037, Energy Input Hatch 16 Amps (EV)
gregtech:machine:3038, Energy Input Hatch 64 Amps (EV)
gregtech:machine:3039, Energy Input Hatch 128 Amps (EV)
gregtech:machine:3040, Energy Output Hatch 16 Amps (EV)
gregtech:machine:3041, Energy Output Hatch 32 Amps (EV)
gregtech:machine:3042, Energy Output Hatch 64 Amps (EV)
gregtech:machine:3043, Energy Output Hatch 128 Amps (EV)
gregtech:machine:3044, Energy Input Hatch 4 Amps (IV)
gregtech:machine:3045, Energy Input Hatch 16 Amps (IV)
gregtech:machine:3046, Energy Input Hatch 64 Amps (IV)
gregtech:machine:3047, Energy Input Hatch 128 Amps (IV)
gregtech:machine:3048, Energy Output Hatch 16 Amps (IV)
gregtech:machine:3049, Energy Output Hatch 32 Amps (IV)
gregtech:machine:3050, Energy Output Hatch 64 Amps (IV)
gregtech:machine:3051, Energy Output Hatch 128 Amps (IV)
gregtech:machine:3052, Energy Input Hatch 4 Amps (LuV)
gregtech:machine:3053, Energy Input Hatch 16 Amps (LuV)
gregtech:machine:3054, Energy Input Hatch 64 Amps (LuV)
gregtech:machine:3055, Energy Input Hatch 128 Amps (LuV)
gregtech:machine:3056, Energy Output Hatch 16 Amps (LuV)
gregtech:machine:3057, Energy Output Hatch 32 Amps (LuV)
gregtech:machine:3058, Energy Output Hatch 64 Amps (LuV)
gregtech:machine:3059, Energy Output Hatch 128 Amps (LuV)
gregtech:machine:3060, Energy Input Hatch 4 Amps (ZPM)
gregtech:machine:3061, Energy Input Hatch 16 Amps (ZPM)
gregtech:machine:3062, Energy Input Hatch 64 Amps (ZPM)
gregtech:machine:3063, Energy Input Hatch 128 Amps (ZPM)
gregtech:machine:3064, Energy Output Hatch 16 Amps (ZPM)
gregtech:machine:3065, Energy Output Hatch 32 Amps (ZPM)
gregtech:machine:3066, Energy Output Hatch 64 Amps (ZPM)
gregtech:machine:3067, Energy Output Hatch 128 Amps (ZPM)
gregtech:machine:3068, Energy Input Hatch 4 Amps (UV)
gregtech:machine:3069, Energy Input Hatch 16 Amps (UV)
gregtech:machine:3070, Energy Input Hatch 64 Amps (UV)
gregtech:machine:3071, Energy Input Hatch 128 Amps (UV)
gregtech:machine:3072, Energy Output Hatch 16 Amps (UV)
gregtech:machine:3073, Energy Output Hatch 32 Amps (UV)
gregtech:machine:3074, Energy Output Hatch 64 Amps (UV)
gregtech:machine:3075, Energy Output Hatch 128 Amps (UV)
gregtech:machine:3201, Basic Decay Chamber
gregtech:machine:3202, Advanced Decay Chamber
gregtech:machine:3203, Advanced Decay Chamber II
gregtech:machine:3204, Elite Decay Chamber
gregtech:machine:3205, Elite Decay Chamber II
gregtech:machine:3206, Elite Decay Chamber III
gregtech:machine:3207, Elite Decay Chamber IV
gregtech:machine:3208, Hot Coolant Rotor Holder (HV)
gregtech:machine:3209, Hot Coolant Rotor Holder (LuV)
gregtech:machine:3210, Hot Coolant Rotor Holder (UHV)
gregtech:machine:3211, Basic Green House
gregtech:machine:3212, Advanced Green House
gregtech:machine:3213, Advanced Green House II
gregtech:machine:3214, Advanced Green House III
gregtech:machine:3215, Elite Green House
gregtech:machine:3216, Elite Green House II
gregtech:machine:3217, Elite Green House III
gregtech:machine:3218, Elite Green House IV
gregtech:machine:3220, Filtered Output Hatch (ULV)
gregtech:machine:3221, Filtered Output Hatch (LV)
gregtech:machine:3222, Filtered Output Hatch (MV)
gregtech:machine:3223, Filtered Output Hatch (HV)
gregtech:machine:3224, Filtered Output Hatch (EV)
gregtech:machine:3225, Filtered Output Hatch (IV)
gregtech:machine:3226, Filtered Output Hatch (LuV)
gregtech:machine:3227, Filtered Output Hatch (ZPM)
gregtech:machine:3228, Filtered Output Hatch (UV)
gregtech:machine:3229, Filtered Output Hatch (MAX)
gregtech:machine:3230, Basic Buffer
gregtech:machine:3231, Advanced Buffer
gregtech:machine:3232, Advanced Buffer II
gregtech:machine:3233, Pyrolyse Oven
gregtech:machine:3234, Hyper Reactor I
gregtech:machine:3235, Hyper Reactor II
gregtech:machine:3236, Hyper Reactor III
gregtech:machine:3237, gtadditions.machine.advanced_fusion_reactor.name
gregtech:machine:3239, UHV Machine Hull
gregtech:machine:3240, UEV Machine Hull
gregtech:machine:3241, UIV Machine Hull
gregtech:machine:3242, UMV Machine Hull
gregtech:machine:3243, UXV Machine Hull
gregtech:machine:3244, High-Tech Cluster Mill
gregtech:machine:3245, High-Tech Cluster Mill I
gregtech:machine:3246, High-Tech Cluster Mill II
gregtech:machine:3247, High-Tech Cluster Mill IV
gregtech:machine:3248, Ultimate Cluster Mill
gregtech:machine:3249, High-Tech Electric Furnace
gregtech:machine:3250, High-Tech Electric Furnace II
gregtech:machine:3251, High-Tech Electric Furnace III
gregtech:machine:3252, High-Tech Electric Furnace IV
gregtech:machine:3253, Ultimate Electric Furnace
gregtech:machine:3254, High-Tech Macerator
gregtech:machine:3255, High-Tech Macerator II
gregtech:machine:3256, High-Tech Macerator III
gregtech:machine:3257, High-Tech Macerator IV
gregtech:machine:3258, Ultimate Macerator
gregtech:machine:3259, High-Tech Alloy Smelter
gregtech:machine:3260, High-Tech Alloy Smelter II
gregtech:machine:3261, High-Tech Alloy Smelter III
gregtech:machine:3262, High-Tech Alloy Smelter IV
gregtech:machine:3263, Ultimate Alloy Smelter
gregtech:machine:3264, High-Tech Arc Furnace
gregtech:machine:3265, High-Tech Arc Furnace II
gregtech:machine:3266, High-Tech Arc Furnace III
gregtech:machine:3268, Ultimate Arc Furnace
gregtech:machine:3269, High-Tech Assembler
gregtech:machine:3270, High-Tech Assembler II
gregtech:machine:3271, High-Tech Assembler III
gregtech:machine:3272, High-Tech Assembler IV
gregtech:machine:3273, Ultimate Assembler
gregtech:machine:3274, High-Tech Autoclave
gregtech:machine:3275, High-Tech Autoclave II
gregtech:machine:3276, High-Tech Autoclave III
gregtech:machine:3277, High-Tech Autoclave IV
gregtech:machine:3278, Ultimate Autoclave
gregtech:machine:3279, High-Tech Bender
gregtech:machine:3280, High-Tech Bender II
gregtech:machine:3281, High-Tech Bender III
gregtech:machine:3282, High-Tech Bender IV
gregtech:machine:3283, Ultimate Bender
gregtech:machine:3284, High-Tech Brewery
gregtech:machine:3285, High-Tech Brewery II
gregtech:machine:3286, High-Tech Brewery III
gregtech:machine:3287, High-Tech Brewery IV
gregtech:machine:3288, Ultimate Brewery
gregtech:machine:3289, High-Tech Canner
gregtech:machine:3290, High-Tech Canner II
gregtech:machine:3291, High-Tech Canner III
gregtech:machine:3292, High-Tech Canner IV
gregtech:machine:3293, Ultimate Canner
gregtech:machine:3294, High-Tech Centrifuge
gregtech:machine:3295, High-Tech Centrifuge II
gregtech:machine:3296, High-Tech Centrifuge III
gregtech:machine:3297, High-Tech Centrifuge IV
gregtech:machine:3298, Ultimate Centrifuge
gregtech:machine:3299, High-Tech Chemical Bath
gregtech:machine:3300, High-Tech Chemical Bath II
gregtech:machine:3301, High-Tech Chemical Bath III
gregtech:machine:3302, High-Tech Chemical Bath IV
gregtech:machine:3303, Ultimate Chemical Bath
gregtech:machine:3304, High-Tech Chemical Reactor
gregtech:machine:3305, High-Tech Chemical Reactor II
gregtech:machine:3306, High-Tech Chemical Reactor III
gregtech:machine:3307, High-Tech Chemical Reactor IV
gregtech:machine:3308, Ultimate Chemical Reactor
gregtech:machine:3309, High-Tech Compressor
gregtech:machine:3310, High-Tech Compressor II
gregtech:machine:3311, High-Tech Compressor III
gregtech:machine:3312, High-Tech Compressor IV
gregtech:machine:3313, Ultimate Compressor
gregtech:machine:3314, High-Tech Cutter
gregtech:machine:3315, High-Tech Cutter II
gregtech:machine:3316, High-Tech Cutter III
gregtech:machine:3317, High-Tech Cutter IV
gregtech:machine:3318, Ultimate Cutter
gregtech:machine:3319, High-Tech Distillery
gregtech:machine:3320, High-Tech Distillery II
gregtech:machine:3321, High-Tech Distillery III
gregtech:machine:3322, High-Tech Distillery IV
gregtech:machine:3323, Ultimate Distillery
gregtech:machine:3324, High-Tech Electrolyzer
gregtech:machine:3325, High-Tech Electrolyzer II
gregtech:machine:3326, High-Tech Electrolyzer III
gregtech:machine:3327, High-Tech Electrolyzer IV
gregtech:machine:3328, Ultimate Electrolyzer
gregtech:machine:3329, High-Tech Electromagnetic Separator
gregtech:machine:3330, High-Tech Electromagnetic Separator II
gregtech:machine:3331, High-Tech Electromagnetic Separator III
gregtech:machine:3332, High-Tech Electromagnetic Separator IV
gregtech:machine:3333, Ultimate Electromagnetic Separator
gregtech:machine:3334, High-Tech Extractor
gregtech:machine:3335, High-Tech Extractor II
gregtech:machine:3336, High-Tech Extractor III
gregtech:machine:3337, High-Tech Extractor IV
gregtech:machine:3338, Ultimate Extractor
gregtech:machine:3339, High-Tech Extruder
gregtech:machine:3340, High-Tech Extruder II
gregtech:machine:3341, High-Tech Extruder III
gregtech:machine:3342, High-Tech Extruder IV
gregtech:machine:3343, Ultimate Extruder
gregtech:machine:3344, High-Tech Fermenter
gregtech:machine:3345, High-Tech Fermenter II
gregtech:machine:3346, High-Tech Fermenter III
gregtech:machine:3347, High-Tech Fermenter IV
gregtech:machine:3348, Ultimate Fermenter
gregtech:machine:3349, High-Tech Fluid Canner
gregtech:machine:3350, High-Tech Fluid Canner II
gregtech:machine:3351, High-Tech Fluid Canner III
gregtech:machine:3352, High-Tech Fluid Canner IV
gregtech:machine:3353, Ultimate Fluid Canner
gregtech:machine:3354, High-Tech Fluid Extractor
gregtech:machine:3355, High-Tech Fluid Extractor II
gregtech:machine:3356, High-Tech Fluid Extractor III
gregtech:machine:3357, High-Tech Fluid Extractor IV
